Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
gke-managed-cim               4m33s       Normal    Pulled                         pod/kube-state-metrics-0                                        Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251023.00_p0@sha256:a7cb98da2747fc1e6cbce7c773fe9214fac03712b305ea6c0370392136b796a0" in 543ms (11.561s including waiting). Image size: 2955257 bytes.
gke-managed-cim               4m32s       Normal    Created                        pod/kube-state-metrics-0                                        Container created
gke-managed-cim               4m32s       Normal    Started                        pod/kube-state-metrics-0                                        Container started
kube-system                   4m32s       Normal    Pulled                         pod/konnectivity-agent-autoscaler-567664cbff-j6vgl              Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e" in 351ms (11.734s including waiting). Image size: 14214756 bytes.
kube-system                   4m31s       Normal    Started                        pod/konnectivity-agent-autoscaler-567664cbff-j6vgl              Container started
gmp-system                    4m31s       Normal    Pulled                         pod/gmp-operator-5859655959-sx5vg                               Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/operator:v0.18.0-gke.2@sha256:c1096249d080e6763d41980b25cf237fd04091ba86abe7075f1e36b33b6fc263" in 2.402s (13.666s including waiting). Image size: 38625242 bytes.
kube-system                   4m31s       Normal    Created                        pod/konnectivity-agent-autoscaler-567664cbff-j6vgl              Container created
gmp-system                    4m31s       Normal    Created                        pod/gmp-operator-5859655959-sx5vg                               Container created
gke-managed-cim               4m30s       Normal    Pulling                        pod/kube-state-metrics-0                                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/kube-state-metrics:v2.14.0-gke.51@sha256:a346b3c4a95bf91641ed3facf8957fbb98823f92916d1cca356ad5c021cb1a4e"
kube-system                   4m30s       Normal    SuccessfulDelete               replicaset/konnectivity-agent-bcb8d5868                         Deleted pod: konnectivity-agent-bcb8d5868-fc69p
kube-system                   4m30s       Normal    SuccessfulDelete               replicaset/konnectivity-agent-bcb8d5868                         Deleted pod: konnectivity-agent-bcb8d5868-wctd9
gmp-system                    4m30s       Normal    Started                        pod/gmp-operator-5859655959-sx5vg                               Container started
kube-system                   4m30s       Normal    ScalingReplicaSet              deployment/konnectivity-agent                                   Scaled down replica set konnectivity-agent-bcb8d5868 from 3 to 1
kube-system                   4m30s       Normal    Pulled                         pod/kube-dns-84d47fbc64-6vw92                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831" in 977ms (14.012s including waiting). Image size: 3374190 bytes.
kube-system                   4m29s       Normal    Started                        pod/kube-dns-84d47fbc64-2x8qc                                   Container started
kube-system                   4m29s       Normal    Started                        pod/konnectivity-agent-bcb8d5868-fc69p                          Container started
kube-system                   4m29s       Normal    Created                        pod/konnectivity-agent-bcb8d5868-fc69p                          Container created
kube-system                   4m29s       Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-fc69p                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 206ms (14.396s including waiting). Image size: 2887395 bytes.
kube-system                   4m29s       Normal    Started                        pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4    Container started
kube-system                   4m29s       Normal    Pulled                         pod/kube-dns-84d47fbc64-2x8qc                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831" in 295ms (14.307s including waiting). Image size: 3374190 bytes.
kube-system                   4m29s       Normal    Created                        pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4    Container created
kube-system                   4m29s       Normal    Pulled                         pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4    Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.2-gke.24@sha256:1d07b99750cfa777b55d7a66e73c4e4241dca6b215715478deb5793263a91527" in 3.117s (14.465s including waiting). Image size: 13688349 bytes.
kube-system                   4m29s       Normal    Created                        pod/kube-dns-84d47fbc64-2x8qc                                   Container created
kube-system                   4m29s       Normal    Pulled                         pod/metrics-server-v1.35.1-74dbffb876-4d6rs                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.20@sha256:8c67aaa15ed51ed2ad97d6c7de0778696e95218f80af728e35b4c1c4e5659ccb" in 233ms (13.648s including waiting). Image size: 22694923 bytes.
kube-system                   4m29s       Normal    Created                        pod/metrics-server-v1.35.1-74dbffb876-4d6rs                     Container created
kube-system                   4m29s       Normal    Started                        pod/kube-dns-84d47fbc64-6vw92                                   Container started
kube-system                   4m29s       Normal    Created                        pod/kube-dns-84d47fbc64-6vw92                                   Container created
kube-system                   4m29s       Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-5zjn2                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 169ms (14.414s including waiting). Image size: 2887395 bytes.
kube-system                   4m29s       Normal    Created                        pod/konnectivity-agent-bcb8d5868-5zjn2                          Container created
kube-system                   4m29s       Normal    Started                        pod/konnectivity-agent-bcb8d5868-5zjn2                          Container started
kube-system                   4m28s       Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-5zjn2                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.34.0-gke.5@sha256:497745796db269a0e2d5257c4376bf8c64269e46119ab9b110b67592ef88372c"
kube-system                   4m28s       Normal    Pulling                        pod/kube-dns-84d47fbc64-2x8qc                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd"
kube-system                   4m27s       Normal    Started                        pod/metrics-server-v1.35.1-74dbffb876-4d6rs                     Container started
kube-system                   4m26s       Normal    Pulled                         pod/event-exporter-gke-7765cfbfdf-sjxl4                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/event-exporter:event-exporter-v0.5.12-gke.6@sha256:addfe2a01f6689538a009c9b4757dee9aedf66aa05bde92b63f04a42bb85f368" in 2.449s (14.99s including waiting). Image size: 30897983 bytes.
kube-system                   4m26s       Normal    Created                        pod/event-exporter-gke-7765cfbfdf-sjxl4                         Container created
kube-system                   4m26s       Normal    Started                        pod/event-exporter-gke-7765cfbfdf-sjxl4                         Container started
kube-system                   4m26s       Normal    Pulling                        pod/event-exporter-gke-7765cfbfdf-sjxl4                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-to-sd:v0.12.4-gke.12@sha256:4ab422d9f7e9acffe18a43fc3ce910d37e04c38bf257437fdc09cbf33f3d7874"
kueue-system                  4m25s       Normal    Started                        pod/kueue-controller-manager-5866f9f485-6vc5k                   Container started
